Category,Case Number,Month,Crime Date and Time,Report Date,Location,Incident Description,Residential Occurance,Disposition,Addressess-updated-v-2_Address (AllAddressesCombined),Addressess-updated-v-2_Bldg Name,Addressess-updated-v-2_Bldg Name (AllAddressesCombined),Addressess-updated-v-2_Bldg No.,Addressess-updated-v-2_Bldg No. (AllAddressesCombined),Addressess-updated-v-2_City,Addressess-updated-v-2_City (AllAddressesCombined),Addressess-updated-v-2_Code,Addressess-updated-v-2_Code (AllAddressesCombined),Addressess-updated-v-2_GIS Comments,Addressess-updated-v-2_State,Addressess-updated-v-2_State (AllAddressesCombined),Addressess-updated-v-2_Zip,Addressess-updated-v-2_LatDiff,Addressess-updated-v-2_LongDiff,Lat,Long,LATITUDE,LONGITUDE
Theft,20142901,22,10/17/2014 - 4:00am,10/17/2014,1290 VETERANS DR,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Closed,1290 VETERANS DR,Parking Garage No 1,Parking Garage No 1,197,197,Lexington,Lexington,0,0,KY,KY,40506,40506,38.028938,-84.506316,38.028938,-84.506316,38,-85
Criminal Mischief,2014175862,22,10/17/2014 - 10:00pm,10/17/2014,845 RED MILE RD,CRIMINAL MISCHIEF 1ST/F,No,Closed - Lexington Police Report,845 RED MILE RD,845 RED MILE RD (University Trails),845 RED MILE RD (University Trails),9831,9831,Lexington,Lexington,KY,KY,40504,40504,38.043891,-84.525186,,,,,,
Alcohol Intoxication,201433424,22,10/17/2014 - 12:03am,10/17/2014,HILLTOP AVE & WOODLAND AVE,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - Disciplinary Referral,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20142898,22,10/18/2014 - 2:21am,10/18/2014,125 AVENUE OF CHAMPIONS,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,125 AVENUE OF CHAMPIONS,David P. Roselle Hall,David P. Roselle Hall,568,568,Lexington,Lexington,0,0,KY,KY,40526,40526,38.040994,-84.503272,38.040994,-84.503272,38,-85
Alcohol Intoxication,20142899,22,10/18/2014 - 2:10am,10/18/2014,310 SOUTH LIMESTONE ST,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), DISORDERLY CONDUCT 2ND DEGREE/M",No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Alcohol Intoxication,20142900,22,10/18/2014 - 2:42am,10/18/2014,340 HILLTOP AVE,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,340 HILLTOP AVE,Central Residence Hall I,Central Residence Hall I,80,80,Lexington,Lexington,1,1,KY,KY,40506,40506,38.032549,-84.503017,38.032549,-84.503017,38,-85
Drug Violations,20142904,22,10/18/2014 - 5:06pm,10/18/2014,SOUTH LIMESTONE ST & AVENUE OF CHAMPIONS,"NO REGISTRATION PLATES, FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC 1ST OFF/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Citation issued,,,,,,,,,,,,,,,,,,,
Drug Violations,20142907,22,10/18/2014 - 8:02pm,10/18/2014,754 WOODLAND AVE,"DRUG PARAPHERNALIA - BUY/POSSESS/M, POSS OF MARIJUANA/M",Yes,Citation issued,754 WOODLAND AVE,Kirwan III,Kirwan III,150,150,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031067,-84.500869,38.031067,-84.500869,38,-85
Drug Violations,20142903,22,10/12/2014 - 10:00pm,10/18/2014,325 HUGUELET DR,"TRAFF IN CONT SUB 2ND DEGREE, 1ST OFF (<10 D.U. SCH 1 & 2 NON-NARCOTICS)/F",Yes,Open,325 HUGUELET DR,Haggin Hall,Haggin Hall,100,100,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031734,-84.504161,38.031734,-84.504161,38,-85
Sex Offenses,201433578,22,10/12/2014 - 1:00am,10/18/2014,325 HUGUELET DR,SEXUAL ASSAULT,Yes,Closed - CSA,325 HUGUELET DR,Haggin Hall,Haggin Hall,100,100,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031734,-84.504161,38.031734,-84.504161,38,-85
Assault,201433647,22,10/19/2014 - 1:06am,10/19/2014,SOUTH LIMESTONE ST & PINE ST,ASSAULT 4TH (MINOR INJURY) X2,No,Closed - Referred to Another Agency,,,,,,,,,,,,,,,,,,,
Public Intoxication,201433654,22,10/19/2014 - 3:20am,10/19/2014,752 WOODLAND AVE,PUBLIC INTOXICATION,No,Closed - Disciplinary Referral,752 WOODLAND AVE,Kirwan II,Kirwan II,151,151,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031073,-84.50086,38.031073,-84.50086,38,-85
Terroristic Threatening,CSA20141540,22,10/19/2014 - 3:24am,10/19/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141547,22,10/20/2014 - 5:24pm,10/20/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20141546,22,10/20/2014 - 3:53pm,10/20/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,20142916,22,09/01/2014 - 8:00am,10/20/2014,1350 BULL LEA RD,CRIMINAL SIMULATION 2ND DEGREE/M,No,Closed,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,20142926,22,10/20/2014 - 9:45pm,10/20/2014,261 EAST MAXWELL ST,ASSAULT 4TH DEGREE (MINOR INJURY)/M,Yes,Closed,,,,,,,,,,,,,,,,,,,
Theft,20142921,22,10/20/2014 - 2:30pm,10/20/2014,180 AVENUE OF CHAMPIONS,THEFT OR PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed,180 AVENUE OF CHAMPIONS,Stoll Field Viewing Tower,Stoll Field Viewing Tower,196,196,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039828,-84.502039,38.039828,-84.502039,38,-85
Theft,20142920,22,10/06/2014 - 8:00am,10/20/2014,217 ELM TREE LN,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,217 Elm Tree Ln,Polk Dalton Clinic,Polk Dalton Clinic,9847,9847,Lexington,Lexington,0,0,KY,KY,40505,40505,,,,,,
Theft,20142919,22,10/15/2014 - 1:00pm,10/20/2014,465 ROSE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open,465 ROSE ST,Fine Arts Guignol Bldg,Fine Arts Guignol Bldg,22,22,Lexington,Lexington,0,0,KY,KY,40506,40506,38.036926,-84.501959,38.036926,-84.501959,38,-85
Liquor Law Violation,CSA20141545,22,10/19/2014 - 2:40pm,10/20/2014,756 WOODLAND AVE,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X4,Yes,Closed - Disciplinary Referral,756 WOODLAND AVE,Kirwan IV,Kirwan IV,148,148,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03106,-84.500878,38.03106,-84.500878,38,-85
Liquor Law Violation,CSA20141544,22,10/18/2014 - 11:00pm,10/20/2014,769 WOODLAND AVE,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X4,Yes,Closed - Disciplinary Referral,769 WOODLAND AVE,Blanding Tower,Blanding Tower,145,145,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500905,38.03108,-84.500905,38,-85
Liquor Law Violation,CSA20141543,22,10/18/2014 - 2:20am,10/20/2014,769 WOODLAND AVE,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X5,Yes,Closed - Disciplinary Referral,769 WOODLAND AVE,Blanding Tower,Blanding Tower,145,145,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500905,38.03108,-84.500905,38,-85
Liquor Law Violation,CSA20141542,22,10/18/2014 - 1:50am,10/20/2014,750 WOODLAND AVE,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X6,No,Closed - Disciplinary Referral,750 WOODLAND AVE,Kirwan I,Kirwan I,152,152,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500851,38.03108,-84.500851,38,-85
Liquor Law Violation,CSA20141541,22,10/17/2014 - 12:50am,10/20/2014,769 WOODLAND AVE,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X4,Yes,Closed - Disciplinary Referral,769 WOODLAND AVE,Blanding Tower,Blanding Tower,145,145,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500905,38.03108,-84.500905,38,-85
Criminal Mischief,2014175383,22,10/17/2014 - 12:00am,10/20/2014,ROSE LN,CRIMINAL MISCHIEF 3RD/M,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Weapons Possession,2014175732,22,10/17/2014 - 11:39pm,10/20/2014,HOSPITAL DR,"TRAF IN MARIJUANA (LESS THAN 8 OZ.) 1ST OFF/M, POSSESSION OF HANDGUN BY CONVICTED FELON/F",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Theft,2014175578,22,10/17/2014 - 4:30pm,10/20/2014,845 RED MILE RD,TBUT OR DISP ALL OTHER U/$500/M,No,Closed - Lexington Police Report,845 RED MILE RD,845 RED MILE RD (University Trails),845 RED MILE RD (University Trails),9831,9831,Lexington,Lexington,KY,KY,40504,40504,38.043891,-84.525186,,,,,,
Theft,2014175557,22,10/17/2014 - 7:15pm,10/20/2014,845 RED MILE RD,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed - Lexington Police Report,845 RED MILE RD,845 RED MILE RD (University Trails),845 RED MILE RD (University Trails),9831,9831,Lexington,Lexington,KY,KY,40504,40504,38.043891,-84.525186,,,,,,
Assault,CSA20141548,22,10/20/2014 - 8:25pm,10/20/2014,1350 BULL LEA RD,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141549,22,10/21/2014 - 1:40am,10/21/2014,1350 BULL LEA RD,"ASSAULT, TERRORISTIC THREATENTING",No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141550,22,10/21/2014 - 8:39am,10/21/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20142930,22,10/13/2014 - 8:00pm,10/21/2014,326 S MLK BLVD,TBUT OR DISP BICYCLES U/$500/M,No,Open,,,,,,,,,,,,,,,,,,,
Harassing Communications,20142931,22,10/21/2014 - 12:32pm,10/21/2014,545 ROSE ST,HARASSING COMMUNICATIONS/M,No,Closed,545 ROSE ST,Bradley Hall,Bradley Hall,58,58,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034537,-84.50447,38.034537,-84.50447,38,-85
Criminal Mischief,CSA20141551,22,10/21/2014 - 1:00pm,10/21/2014,1350 BULL LEA RD,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141552,22,10/21/2014 - 7:25pm,10/21/2014,1350 BULL LEA RD,ASSAULT,No,Closed,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
DUI,20142934,22,10/22/2014 - 2:25am,10/22/2014,SOUTH LIMESTONE ST & SCOTT ST,"OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M, FAILURE TO ILLUMINATE HEAD LAMPS",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,2014175582,22,10/17/2014 - 4:00pm,10/22/2014,300 ALUMNI DR,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Closed - Lexington Police Report,300 ALUMNI DR,Greg Page Apartments 25,Greg Page Apartments 25,267,267,Lexington,Lexington,0,0,KY,KY,40503,40503,38.018062,-84.507518,38.018062,-84.507518,38,-85
Robbery,201417743,22,10/20/2014 - 10:00pm,10/22/2014,MONTMULLIN ST & S LIMESTONE ST,ROBBERY 1ST/F,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Assault,20142938,22,10/22/2014 - 1:25am,10/22/2014,1000 SOUTH LIMESTONE ST,ASSAULT 4TH DEGREE (NO VISIBLE INJURY)/M,No,Open,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Theft,20142939,22,10/12/2014 - 11:00am,10/22/2014,110 TRANSCRIPT AVE,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Unfounded,110 TRANSCRIPT AVE,Parking Garage No 8,Parking Garage No 8,601,601,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031633,-84.509949,38.031633,-84.509949,38,-85
Assault,CSA20141553,22,10/22/2014 - 8:30pm,10/22/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20142947,22,10/22/2014 - 7:30pm,10/23/2014,401 HILLTOP AVE,TBUT OR DISP BICYCLES U/$500/M,No,Open,401 HILLTOP AVE,W.T. Young Library,W.T. Young Library,456,456,Lexington,Lexington,0,0,KY,KY,40506,40506,38.032903,-84.501733,38.032903,-84.501733,38,-85
Alcohol Intoxication,20142951,22,10/23/2014 - 11:19am,10/23/2014,SOUTH LIMESTONE ST & MONTMULLIN ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Assault,CSA20141554,22,10/23/2014 - 5:40pm,10/23/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Liquor Law Violation,CSA20141562,22,10/23/2014 - 10:10pm,10/23/2014,325 HUGUELET DR,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X5,Yes,Closed - Disciplinary Referral,325 HUGUELET DR,Haggin Hall,Haggin Hall,100,100,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031734,-84.504161,38.031734,-84.504161,38,-85
Alcohol Intoxication,2014179179,22,10/24/2014 - 3:24am,10/24/2014,140 GAZETTE AVE,"ALCOHOL INTOXICATION IN A PUBLIC PLACE, RESISTING ARREST",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Assault,CSA20141555,22,10/23/2014 - 7:24pm,10/24/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20141556,22,10/23/2014 - 8:00pm,10/24/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Criminal Mischief,20142954,22,10/24/2014 - 1:33pm,10/24/2014,310 SOUTH LIMESTONE ST,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES), DISORDERLY CONDUCT 2ND/M, RESISTING ARREST/M, CRIMINAL MISCHIEF 3RD/M",No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Harassment,20142953,22,10/23/2014 - 5:40pm,10/24/2014,701 SPORTS CENTER DR,HARASSMENT (NO PHYSICAL CONTACT),Yes,Open,701 SPORTS CENTER DR,Dale E Baldwin Bldg,Dale E Baldwin Bldg,566,566,Lexington,Lexington,0,0,KY,KY,40526,40526,38.027044,-84.500178,38.027044,-84.500178,38,-85
Theft,20142955,22,10/17/2014 - 2:00pm,10/24/2014,500 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,500 ROSE ST,Boone Faculty Center,Boone Faculty Center,14,14,Lexington,Lexington,0,0,KY,KY,40506,40506,38.035114,-84.502191,38.035114,-84.502191,38,-85
Theft,20142956,22,10/24/2014 - 1:00pm,10/24/2014,404 ADMINISTRATION DR,TBUT OR DISP FROM BUILDING U$500/M,No,Closed,404 ADMINISTRATION DR,Student Center,Student Center,30,30,Lexington,Lexington,0,0,KY,KY,40506,40506,38.03902,-84.505081,38.03902,-84.505081,38,-85
Alcohol Intoxication,20142957,22,10/24/2014 - 11:20pm,10/24/2014,720 WOODLAND AVE,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,720 WOODLAND AVE,Woodland Glen I,Woodland Glen I,104,104,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031287,-84.50057,38.031287,-84.50057,38,-85
Liquor Law Violation,CSA20141806,22,10/24/2014 - 9:55pm,10/24/2014,344 SOUTH MARTIN LUTHER KING BLVD,PERSON 18-20 POSS/PURCH/ ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X3,Yes,Closed - Disciplinary Referral,,,,,,,,,,,,,,,,,,,
Drug Violations,20142959,22,10/25/2014 - 12:00am,10/25/2014,326 S MLK BLVD,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",Yes,Citation issued,,,,,,,,,,,,,,,,,,,
Assault,CSA20141560,22,10/25/2014 - 7:40pm,10/25/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Liquor Law Violation,201434569,22,10/25/2014 - 3:00pm,10/25/2014,1540 UNIVERSITY DR,"POSS OF MARIJUANA/M, ALCOHOL INTOXICATION IN A PUBLIC PLACE X3, PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X8",No,Closed - Disciplinary Referral,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
All Other Offenses,20142965,22,10/25/2014 - 5:00pm,10/25/2014,1540 UNIVERSITY DR,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES), DISORDERLY CONDUCT 2ND/M",No,Cleared By Arrest,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
All Other Offenses,20142964,22,10/25/2014 - 2:40pm,10/25/2014,1000 SOUTH LIMESTONE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Cleared By Arrest,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Alcohol Intoxication,20142967,22,10/25/2014 - 6:42pm,10/25/2014,430 COMPLEX DR,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES), DISORDERLY CONDUCT 2ND/M, RESISTING ARREST/M",No,Cleared By Arrest,430 COMPLEX DR,Bernard Johnson Student Rec Ctr,Bernard Johnson Student Rec Ctr,220,220,Lexington,Lexington,0,0,KY,KY,40506,40506,38.029363,-84.505258,38.029363,-84.505258,38,-85
Alcohol Intoxication,201434316,22,10/25/2014 - 3:04pm,10/25/2014,326 S MLK BLVD,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,,,,,,,,,,,,,,,,,,,
Theft,20142969,22,10/25/2014 - 5:50pm,10/25/2014,1540 UNIVERSITY DR,"TBUT OR DISP POCKETPICKING U/$500/M, FRAUD USE OF CREDIT CARD $500 <$10,000/F",No,Closed - Disciplinary Referral,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
Assault,20142963,22,10/25/2014 - 4:05pm,10/25/2014,COMPLEX DR,ASSAULT 4TH (MINOR INJURY)/M,No,Open,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20142962,22,10/25/2014 - 3:50pm,10/25/2014,1540 UNIVERSITY DR,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES), DISORDERLY CONDUCT 2ND/M",No,Cleared By Arrest,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
Criminal Trespass,20142961,22,10/25/2014 - 12:20pm,10/25/2014,251 SCOTT ST,CRIMINAL TRESPASSING 3RD,No,Citation issued,251 SCOTT ST,Dickey Hall,Dickey Hall,17,17,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039659,-84.506698,38.039659,-84.506698,38,-85
Drug Violations,20142960,22,10/25/2014 - 2:00am,10/25/2014,330 HILLTOP AVE,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",Yes,Citation issued,,,,,,,,,,,,,,,,,,,
Criminal Mischief,CSA20141557,22,10/25/2014 - 12:40pm,10/25/2014,1350 BULL LEA RD,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20142966,22,10/25/2014 - 3:30pm,10/25/2014,1540 UNIVERSITY DR,TBUT OR DISP POCKETPICKING U/$500/M,No,Closed,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
DUI,20142971,22,10/26/2014 - 12:43am,10/26/2014,SOUTH LIMESTONE ST & ADMINISTRATION DR,"POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST OFF/M, NO REGISTRATION PLATES, FAILURE TO ILLUMINATE HEAD LAMPS, PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X4",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Drug Violations,20142972,22,10/26/2014 - 2:13am,10/26/2014,763 WOODLAND AVE,POSS OF MARIJUANA/M,Yes,Citation issued,763 WOODLAND AVE,Blanding II,Blanding II,143,143,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031112,-84.500862,38.031112,-84.500862,38,-85
Criminal Mischief,20142973,22,10/26/2014 - 2:53am,10/26/2014,450 PENNSYLVANIA AVE,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES), CRIMINAL MISCHIEF 3RD/M",No,Cleared By Arrest,450 PENNSYLVANIA AVE,Delta Gamma Sorority,Delta Gamma Sorority,122,122,Lexington,Lexington,0,0,KY,KY,40508,40508,38.034071,-84.499518,38.034071,-84.499518,38,-84
Public Intoxication,20142976,22,10/26/2014 - 6:32pm,10/26/2014,310 SOUTH LIMESTONE ST,PUBLIC INTOXICATION - CONTROLL SUB (EXCLUDES ALCOHOL)/M,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Terroristic Threatening,CSA20141558,22,10/26/2014 - 6:25pm,10/26/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Drug Violations,20142981,22,10/27/2014 - 12:01am,10/27/2014,700 SPORTS CENTER DR,POSS OF MARIJUANA/M,No,Citation issued,700 SPORTS CENTER DR,Hagan Baseball Stadium,Hagan Baseball Stadium,283,283,Lexington,Lexington,0,0,KY,KY,40506,40506,38.032312,-84.527542,38.032312,-84.527542,38,-85
Theft,20142986,22,10/27/2014 - 5:00pm,10/27/2014,235 EAST MAXWELL ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,235 EAST MAXWELL ST,Kappa Alpha Fraternity,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40508,40508,38.038245,-84.49868,-0.002497,38.040742,-0.001695,,-0.001695,,0,
Theft,20142984,22,10/23/2014 - 11:00am,10/27/2014,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Liquor Law Violation,CSA20141571,22,10/26/2014 - 2:05am,10/27/2014,769 WOODLAND AVE,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X4,Yes,Closed - Disciplinary Referral,769 WOODLAND AVE,Blanding Tower,Blanding Tower,145,145,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500905,38.03108,-84.500905,38,-85
